id,image_path,filename,model_predicted_class,top2_class,entropy,confidence,margin
3576,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_7bff59.jpg,pool_7bff59.jpg,street,buildings,1.3245,0.5235,0.3286
5493,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_cf6be8.jpg,pool_cf6be8.jpg,street,buildings,1.3173,0.4208,0.0633
6148,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_ec3c0d.jpg,pool_ec3c0d.jpg,street,buildings,1.315,0.4426,0.1673
1230,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_1b0fd6.jpg,pool_1b0fd6.jpg,street,buildings,1.3131,0.4018,0.1289
2736,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_59e815.jpg,pool_59e815.jpg,street,forest,1.3077,0.4881,0.1854
6027,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_e7157a.jpg,pool_e7157a.jpg,street,glacier,1.3067,0.5781,0.4222
3113,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_68c54c.jpg,pool_68c54c.jpg,street,buildings,1.3059,0.4881,0.237
3060,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_66cce1.jpg,pool_66cce1.jpg,street,forest,1.3056,0.4918,0.1852
3978,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_8d2a7a.jpg,pool_8d2a7a.jpg,street,sea,1.3024,0.5124,0.2366
1732,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_30d5a8.jpg,pool_30d5a8.jpg,street,buildings,1.3018,0.4367,0.0711
4188,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_9695d3.jpg,pool_9695d3.jpg,street,forest,1.3009,0.4686,0.1761
6245,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_f097a3.jpg,pool_f097a3.jpg,street,buildings,1.3004,0.4908,0.266
4210,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_977e27.jpg,pool_977e27.jpg,street,forest,1.2996,0.4798,0.2128
2506,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_50749f.jpg,pool_50749f.jpg,street,buildings,1.2928,0.5509,0.3415
2047,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_3d0827.jpg,pool_3d0827.jpg,street,buildings,1.2923,0.5128,0.2306
3940,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_8b5457.jpg,pool_8b5457.jpg,street,buildings,1.2912,0.5757,0.4313
4182,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_963cb1.jpg,pool_963cb1.jpg,street,forest,1.2853,0.4223,0.1056
1283,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_1daf34.jpg,pool_1daf34.jpg,street,buildings,1.2813,0.465,0.1618
880,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_0c44e0.jpg,pool_0c44e0.jpg,street,buildings,1.2808,0.4579,0.1032
2254,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_456776.jpg,pool_456776.jpg,street,buildings,1.2746,0.5694,0.3787
6264,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_f18d64.jpg,pool_f18d64.jpg,street,mountain,1.2632,0.5527,0.3365
